星,sing1
昨,jok3
昨,jok6
昢,pui3
昡,yun6
昫,heui2
昫,heui3
昶,cheung3
昶,chong2
春,cheun1
昦,hou6
昳,yat6
昳,dit6
昲,fai3
昭,chiu1
昭,jiu1
昮,chung6
晉,jeun3
晒,saai3
時,si4
晏,aan3
晏,ngaan3
晌,heung2
晊,jat1
晅,hyun1
晅,hyun2
晑,heung2
晇,kwa1
晇,heui1
晃,fong2
晁,chiu4
晁,siu6
晟,sing4
晟,sing6
晢,jai3
晢,jit3
晡,bou1
晤,ng6
晥,wun5
晚,maan5
晨,san4
晝,jau3
晦,fui3
晙,jeun3
晛,yin5
晛,nin6
晞,hei1
晜,gwan1
晜,kwan1
智,ji3
晸,jing2
晱,sim2
暀,wong5
暀,wong6
晰,chik1
晰,sik1
暑,syu2
晪,tin2
晹,yik6
晹,sik1
晶,jing1
晼,wun2
晼,yun2
景,ging2
景,ying2
晴,cheng4
晴,ching4
普,pou2
晾,long6
晬,jeui3
朁,chaam2
晻,am2
晻,am3
晻,ngam2
晻,ngam3
晻,yim2
晷,gwai2
晲,ngai6
暙,cheun1
暊,fu2
暔,naam4
暕,gaan2
暕,laan4
暆,yi4
暈,yan3
暈,wan4
暈,wan6
暉,fai1
暇,ha4
暇,ha6
暍,yit3
暍,hot3
暘,yeung4
暌,kwai4
暋,man5
暗,am3
暗,ngam3
暖,hyun1
暖,nyun5
暄,hyun1
暐,wai5
暨,gei6
暨,kei3
暢,cheung3
暡,yung2
暠,gou2
暠,hou6
暟,hoi2
暝,ming4
暝,ming5
暝,ming6
暪,mun5
暫,jaam6
暵,hon2
暵,hon3
暯,mok6
暴,bou6
暴,buk6
暷,chyun4
暰,chung1
暩,gwai3
暩,jai3
暱,nik1
暱,nik6
暮,mou6
暲,jeung1
曏,heung3
曉,hiu2
曈,tung4
曊,fai3
曊,fei1
暽,leun4
暻,ging2
曋,cham2
曀,ai3
曀,ngai3
曇,taam4
曌,jiu3
暸,liu5
曆,lik6
暺,daan6
暾,tan1
曄,yip6
暹,chim1
暹,chim3
曖,oi2
曖,oi3
曖,ngoi3
曙,chyu5
曙,syu5
曙,syu6
曒,giu2
曛,fan1
曚,mung4
曜,yiu6
曘,yu4
曠,kong3
曠,kwong3
曝,bou6
曝,buk6
曞,lai6
曤,fok3
曨,lung4
曣,yin3
曦,hei1
曩,nong5
曬,saai3
曫,lyun4
曮,yim5
曭,tong2
曰,yeuk6
曰,yut6
曲,kuk1
曳,yai5
曳,yai6
更,gaang1
更,gang1
更,gang3
曷,hot3
曷,hot6
書,syu1
曹,chou4
曼,maan4
曼,maan6
曼,mun5
替,tai3
曾,chang4
曾,jang1
最,jeui3
會,kui2
會,kui3
會,wui3
會,wui5
會,wui6
朄,yan5
朅,kit3
月,yut6
有,yau5
有,yau6
服,fuk6
朊,gun2
朊,yun2
朋,pang4
朏,fei2
朐,keui4
朓,tiu2
朓,tiu3
朓,tiu5
朒,nuk6
朗,long5
朔,sok3
朕,jam6
望,mong4
望,mong6
朘,jeui1
朘,jeun1
朘,jeun3
朘,syun1
朘,jyun1
期,gei1
期,kei4
朝,chiu4
朝,jiu1
朝,jyu1
朠,ying1
朡,jung1
朢,mong4
朢,mong6
朣,tung4
朦,mung4
朧,lung4
木,muk6
朮,seut6
本,bun2
未,mei6
札,jaat3
末,mut6
朾,chaang4
朾,ting1
朿,chi3
朽,yau2
朽,nau2
朽,nau5
朼,bei2
朵,do2
朵,deu2
朹,gwai2
朹,kau4
朱,syu4
朱,jyu1
朳,pa4
朻,gau1
朴,piu4
朴,po1
朴,pok3
机,gei1
机,gei2
朸,lak6
朸,lik6
杇,wu1
杍,ji2
李,lei5
杏,hang6
村,chyun1
杞,gei2
杞,hei2
杕,dai6
杖,jeung6
杓,biu1
杓,seuk3
杓,jeuk3
杙,dak6
杙,yik6
束,chuk1
杝,lei4
杝,chi2
杝,yi4
杝,to4
材,choi4
杜,dou6
杋,faan4
杅,yu1
杅,yu4
杚,gwat1
杚,koi3
杆,gon1
杌,ngat6
杗,mong4
杈,cha1
杈,cha3
杠,gong1
杠,gong3
杉,chaam3
杉,saam1
杵,chyu2
杵,chyu5
松,chung4
松,sung1
杬,laam2
杬,laam5
杬,wun6
杬,yun4
枋,fong1
杷,pa4
杲,gou2
枌,fan4
枆,mou4
枑,wu6
杹,fa3
枙,ak1
枙,ngo4
枔,cham4
枎,fu4
東,dung1
枓,dau2
枓,jyu2
杺,sam1
柉,faan4
枃,jeun3
杽,chau2
果,gwo2
果,gu2
杼,chyu5
枇,pei4
枅,gai1
枉,wong2
板,baan2
枕,jam2
枕,jam3
极,kap1
极,gik6
构,kau3
杻,chau2
杻,nau2
杻,nau5
杸,syu4
枝,kei4
枝,ji1
杭,hong4
枟,taan4
林,lam4
杴,hin1
杴,hin3
枘,yeui6
杪,miu5
析,chik1
析,sik1
枚,mui4
杳,yiu2
杳,miu5
枍,yai6
杯,bui1
杶,cheun1
杰,git6
枒,a1
枒,nga4
柜,gwai6
柜,geui2
柞,ja3
柞,jaak3
柞,jok3
柞,jok6
枯,fu1
柘,je3
枴,gwaai2
柬,gaan2
柰,noi6
柀,bei2
枲,saai2
枲,sai2
柯,o1
柯,ngo1
柼,yiu2
染,yim5
架,ga3
枸,gau1
枸,gau2
枸,geui2
枳,jat1
枳,jeut1
枳,ji2
枰,ping4
柩,gau6
柧,gu1
枷,ga1
柷,chuk1
柷,juk1
柏,baak3
柏,paak3
柑,gam1
柑,kim4
柍,yeung1
柍,yeung2
柸,pui1
柎,fu1
柎,fu2
枹,baau1
枹,fau4
枹,fu1
柤,ja1
柤,jo2
柈,bun6
枻,yai6
枻,yi6
柁,taai5
柁,to4
柁,to5
柝,tok3
枵,hiu1
柿,chi2
柿,chi5
柪,aau1
柪,aau3
柫,fat1
柌,chi4
柟,naam1
柟,naam4
柟,yim4
柙,gaap3
柙,haap6
柳,lau5
柶,sei3
柶,si3
查,cha4
查,ja1
柂,yi4
柂,to4
柵,chaak3
柵,saan1
柵,jaap3
某,mau5
柃,ling4
枮,jam1
枮,chim1
柒,chat1
柆,laap6
柋,doi6
柛,san1
柅,nei5
柣,chit3
柣,dit6
柄,beng3
柄,bing3
柊,dung1
柊,jung1
柲,bei3
柺,gwaai2
柔,yau4
柢,dai2
柮,deut1
柮,jyut3
柚,yau2
柚,yau4
柚,yau6
柚,juk6
柱,chyu5
桏,kung4
柭,baat3
柭,bat6
柭,fat1
柭,but6
枺,mut6
柦,daan6
桃,tou4
栱,gung2
栘,yi4
核,hat6
核,wat6
桑,song1
栻,chik1
栻,sik1
框,kwaang1
框,hong1
桓,wun4
桂,gwai3
桐,tung4
桁,haang4
桁,hang4
桁,hong4
桁,hong6
柴,chaai4
柴,jaai6
桄,gwong1
桄,gwong3
桄,kwong3
栓,saan1
栲,haau2
栩,heui2
栟,ban1
栟,bing1
栠,yam5
桍,fu1
栯,yau5
栯,yuk1
栮,yi5
桌,cheuk3
桌,jeuk3
梳,so1
栜,saak3
栺,ngai6
栺,ji1
栺,ji2
栨,chi3
栒,cheun4
栒,seun1
栒,seun2
栗,leut6
栵,lai6
栳,lou5
栝,gwa1
栝,kut3
栖,chai1
栖,sai1
栔,kai3
梛,no4
栦,chau4
栥,ji1
栴,jin1
校,gaau3
校,haau6
根,gan1
桔,gat1
桔,git3
桔,kit3
栭,yi4
桎,jat1
桎,jat6
栚,jam6
桋,yi4
桀,git6
格,gaak3
栫,jin3
桅,ngai4
桅,wai4
株,jyu1
案,on3
案,ngon3
桉,on1
桉,on3
桉,ngon1
桉,ngon3
栽,joi1
梭,so1
梩,lei4
桭,san4
梨,lei4
梢,saau1
梧,ng4
梧,ng6
梁,leung4
桹,long4
梱,kwan2
梣,sam4
梣,jam1
桵,yeui4
梀,yan3
梀,suk1
梅,mui4
梂,kau4
梠,leui5
梆,bong1
梇,lung6
梑,dik6
梪,dau6
梵,faan4
梵,faan6
梖,bui3
梐,bai6
梲,yeui6
梲,tyut3
梲,jyut3
桴,fau4
桴,fu1
梡,fun2
梋,hyun1
梜,gaap3
梜,jit6
梊,dai3
梊,dai6
梬,ying5
梤,fan4
桮,bui1
桲,but6
梫,chaam1
梫,cham1
梉,jong1
桾,gwan1
桻,fung1
梒,ham4
桽,wan2
桼,chat1
桸,hei1
梌,tou4
楖,jat1
楖,jik1
梗,gwaang2
梗,gang2
桫,so1
桿,gon1
桿,gon2
桿,gon3
梏,guk1
梮,guk1
梮,guk6
桶,tung2
條,tiu4
條,tiu5
梃,ting5
械,haai6
桯,ting1
梯,tai1
梯,tai2
棄,hei3
梟,hiu1
桷,gok3
梓,ji2
梔,ji1
桱,ging3
椋,leung4
棶,loi4
棞,wan4
棝,gu3
椏,a1
椏,nga1
棤,sik1
棤,cheuk3
棒,paang5
棆,leun4
椕,ban1
椔,ji1
棎,sim4
椆,chau4
椆,jau3
椆,diu1
棴,fuk6
棴,suk1
棯,nim1
棯,nim6
棯,nin2
棱,ling4
棇,chung1
椥,ji1
棈,sin3
棑,paai4
棉,min4
棕,jung1
棧,jaan2
棧,jaan6
棹,jaau6
棹,jeuk3
椄,jip3
棪,yim5
棌,choi3
椪,pung3
棳,jyut3
棫,wik6
棚,paang4
植,jik6
棷,sau2
棷,jau1
椒,jiu1
棠,tong4
棗,jou2
楰,yu4
森,sam1
棸,jau1
棦,jaang1
棦,jang1
棘,gik1
棘,kik1
梴,chin1
棓,paang5
棓,pau2
棓,bui6
棓,pui4
棓,pui5
棡,gong1
棡,gong3
棼,fan1
棼,fan4
棋,kei4
椑,bei1
椑,pei4
棣,dai6
椎,cheui4
椎,jeui1
棵,fo1
棵,fo2
棵,po1
椈,guk1
棖,chaang4
椅,yi1
椅,yi2
棔,fan1
棽,cham1
棽,sam1
棲,chai1
棲,sai1
棨,kai2
棍,gwan3
棜,yu3
椌,hong1
棻,fan1
椇,geui2
椗,ding3
楮,chyu2
楮,chyu5
椊,chyut3
椐,geui1
椓,deuk3
棐,fei2
棟,dung3
棟,dung6
棬,hyun1
棺,gun1
棺,gun3
楢,yau4
楱,chau3
楩,pin4
楹,ying4
楊,yeung4
楅,bik1
楂,cha4
楂,ja1
業,yip6
楉,yeuk6
楄,pin4
椸,yi4
楪,dip6
楪,yip6
楔,sit3
椴,dyun6
楦,hyun3
楥,hyun3
楥,yun4
楯,seun5
楯,teun5
楟,ting4
楚,cho2
楈,seui1
楎,fai1
楎,wan4
椹,sam6
椹,jam1
椿,cheun1
棰,cheui4
棰,jeui1
椼,yin2
椼,yin5
楺,yau4
椰,ye4
楸,chau1
椽,chyun4
椽,yun4
楘,mou6
楘,muk6
楣,mei4
楙,mau6
楓,fung1
楜,wu4
椷,gaam1
椵,ga1
椵,ga2
椳,wui1
榔,long4
楶,jit3
楷,gaai1
楷,kaai2
楗,gin6
楫,jip3
楨,jing1
楞,ling4
楞,ling6
楝,lin6
極,gik6
楁,hat6
概,goi3
概,koi3
楛,fu2
楛,wu6
椻,yin2
棩,yun1
楠,naam4
椯,do2
椯,chyun4
椯,syun4
楒,si1
楏,kwai1
楏,fui1
楋,laat6
楀,yu5
榆,yu4
楻,hang4
楻,wong4
楌,ngaan4
楬,hap1
楬,hat1
楬,kit3
楑,kwai4
楑,kwai5
椲,fai1
椲,wai5
楴,dai3
楴,sai3
楴,tai3
榰,ji1
榼,hap1
榼,hap6
榥,fong2
榾,gwat1
槐,waai4
槂,san1
榑,fu4
榭,je6
構,gau3
構,kau3
榻,taap3
榧,fei2
榎,ga2
槄,tou1
榨,ja3
槓,gong3
槓,lung5
槁,gou2
榤,git6
榖,guk1
榮,wing4
槔,gou1
榦,gon3
榦,hon4
榚,yiu5
榗,jeun3
榗,jin3
榞,yun4
榳,ting4
榪,ma5
榪,ma6
槆,seun1
榙,daap3
榙,hap6
榷,gok3
榷,kok3
榵,yung4
榠,ming4
榩,kin4
槏,lim4
榹,si1
榴,lau4
槙,chan2
槙,jan2
樄,chan4
榐,jan6
榐,chin2
榐,nin6
榐,jin2
榓,mat6
榶,tong4
樆,lei4
樆,chi1
槉,jat6
榽,haai4
榽,hai4
榡,sou3
榛,jeun1
榬,yun4
槍,chaang1
槍,cheung1
榯,si4
榫,seun2
槊,sok3
榣,yiu4
槌,cheui4
榱,cheui1
榱,seui1
榍,sit3
槃,pun4
榕,yung4
槎,cha4
榿,hei1
榿,kei1
榜,pang4
榜,bong2
榜,bong3
榜,pong3
樉,song2
槭,chik1
槭,juk1
槿,gan2
槶,kui3
樦,chyu5
樇,sau1
樛,gau1
樛,kau1
槦,yung4
樈,king4
槴,wu6
槫,tyun4
樅,chung1
樅,jung1
樀,dik1
標,biu1
樔,chaau4
樔,jiu2
槤,lin4
槧,chim3
槧,chim5
樊,faan4
樊,faan6
樁,jong1
樟,jeung1
槽,chou4
樕,chuk1
樍,jaak3
樍,jik1
樥,pung4
槳,jeung2
槨,gwok3
槸,ngai6
樖,po1
樝,ja1
槲,huk6
樠,mun4
樞,syu1
樗,syu1
槬,wa6
樓,lau4
槼,kwai1
模,mou4
樘,tong4
槾,maan4
槾,maan6
槻,kwai1
樂,ngaau6
樂,lok3
樂,lok6
樂,ngok6
槥,wai6
槥,seui6
樧,saat3
槮,sam1
槮,sam2
樑,leung4
槷,yit6
槢,jaap6
槱,yau5
樣,yeung6
樏,leui4
橇,cheui3
橇,hiu1
橇,jyut3
橋,kiu4
橙,chaang2
橙,chaang4
橙,dang3
樲,yi6
橤,yeui5
橛,gyut6
橛,kyut3
橪,yim5
橪,yin4
樵,chiu4
橝,taam4
樹,syu6
樿,sin6
樿,jin2
橦,chong4
橦,tung4
橈,naau4
橈,naau6
橈,ling4
橈,yiu4
樾,yut6
樸,pok3
樸,buk1
樸,buk6
橁,cheun1
橚,suk1
橕,chaang1
樨,sai1
橆,mou4
樼,jeun1
橞,wai6
橎,faan2
橠,no4
橠,no5
橡,jeung6
橶,gik1
橏,gin2
橏,jin2
橯,lou6
橍,yeun6
橀,hei1
橀,hoi2
橄,gaam3
橄,gam2
樴,jik1
橧,jang1
機,gei1
樽,jeun1
橖,tong4
橭,fu1
橭,gu1
橉,leun6
檖,seui6
橐,tok3
橑,liu4
橑,lou5
樻,gwai6
樺,wa4
樺,wa6
橘,gat1
橘,gwat1
橔,deun1
橨,fan4
橨,fan5
橢,to2
橢,to5
橫,waang4
橫,waang6
橫,gwong1
檤,dou6
橩,king4
檑,leui4
檑,leui6
檓,wai2
檎,kam4
檠,king4
檜,kui2
檜,kui3
檁,lam5
檦,biu2
檅,wai6
檅,seui6
橾,chiu1
橾,sou1
橾,syu1
檌,jeui6
檗,baak3
檗,paak3
檥,ngai5
檍,yik1
檛,ja1
檄,hat6
檀,taan4
檔,dong2
檔,dong3
檕,hai6
檢,gim2
檞,gaai2
檞,haai5
櫛,jit3
橿,geung1
檟,ga2
檡,jaak6
檡,tou4
檣,cheung4
檚,cho2
檐,yam4
檐,yim4
檐,sim4
檃,yan2
檨,che1
檇,jeui3
檉,ching1
檬,mung1
檬,mung4
檻,haam5
檻,laam6
檽,nau6
櫃,gwai6
檳,ban1
檳,bing1
櫅,jai1
櫂,jaau6
櫡,jeuk3
櫡,jyu6
檮,tou4
檸,ling4
檸,ning4
檯,toi4
檹,yi1
檴,wok6
檭,ngan4
檺,gou2
櫇,po4
檶,him1
櫆,fui1
檷,nai5
檷,nei5
櫫,jyu1
櫧,jyu1
櫚,leui3
櫚,leui4
櫐,leui5
櫜,gou1
櫟,lik1
櫟,lik6
櫟,ngok6
櫌,yau1
櫑,leui4
櫑,leui5
櫥,cheui4
櫥,chyu1
櫥,chyu4
櫏,chin1
櫙,au1
櫋,min4
櫝,duk6
櫓,lou5
櫠,fai3
櫍,jat1
櫞,yun4
櫯,sou1
櫬,chan3
櫰,waai4
櫮,ngok6
櫪,lik1
櫪,lik6
櫹,siu1
櫳,lung4
櫨,lou4
櫱,baak3
櫱,paak3
櫱,yip6
櫱,yit6
欀,seung1
欂,bok3
欂,bok6
櫸,geui2
欄,laan4
櫼,chim1
櫼,jim1
櫻,ying1
欃,chaam4
櫺,ling4
欋,keui4
權,kyun4
欈,wai4
欈,jeui3
欉,chung3
欉,chung4
欑,chyun4
欒,lyun4
欏,lo4
欐,lai6
欙,leui4
欖,laam5
欚,lai5
欗,laan4
欓,dong2
欘,juk1
欞,ling4
欠,him3
次,chi1
次,chi3
次,ji1
欣,yan1
欥,yat6
欥,yut6
欨,heui2
欱,hap1
欱,hap6
欱,hot3
欯,hat1
欯,koi3
欭,yan1
欭,yi3
欬,haai1
欬,kat1
欬,hoi4
欬,koi3
欳,faai3
欸,aai2
欸,ai2
欸,e6
欸,ei6
欸,oi1
欸,oi2
欸,ngoi1
欸,ngoi2
欶,sok3
欶,chuk1
欲,yuk6
欷,hei1
欴,long4
欺,hei1
欹,kei1
欹,yi1
欽,yam1
欻,cha3
欻,fat1
欻,chuk1
款,fun2
欿,ham2
歇,hit3
歂,chyun2
歂,chyun4
歂,syun4
歁,ham3
歅,yan1
歃,saap3
歃,sip3
歆,yam1
歈,yu4
歍,wu1
歌,go1
歋,ye4
歉,him3
歉,hip3
歊,hiu1
歑,fu1
歎,taan3
歐,au1
歐,au2
歐,ngau1
歐,ngau2
歖,hei2
欼,jyut3
歕,fan5
歕,pan1
歕,pan3
歔,heui1
歙,hap1
歙,yap1
歙,kap1
歙,sip3
歜,chuk1
歛,lim5
歛,lim6
歟,yu4
歞,ngap6
歠,chyut3
歠,jyut3
歡,fun1
止,ji2
正,jeng3
正,jing1
正,jing3
此,chi2
步,fau6
步,bou6
武,mou5
歧,kei4
歪,waai1
歪,me2
歭,chi4
歭,ji6
歲,seui3
歶,yu4
歷,lik6
歸,gwai1
歸,gwai6
歸,kwai3
歹,daai2
歹,aat3
歹,ngaat6
死,sei2
死,si2
殀,yiu2
歿,mut6
歾,man5
歾,mut6
殆,doi6
殆,toi5
殂,chou4
殄,tin5
殃,yeung1
肂,si3
殉,seun1
殉,seun6
殈,gwik1
殊,syu4
殎,hap1
殍,piu5
殌,kyut3
殏,kau4
殑,ching4
殑,ging6
殑,king4
殗,yip3
殖,jik6
殘,chaan4
殙,fan1
殕,baak6
殕,ak1
殕,fau2
殕,fu2
殔,yi6
殛,gik1
殞,wan5
殟,wan1
殠,chau3
殥,yan4
殦,diu1
殢,tai3
殤,seung1
殣,gan2
殣,gan6
殪,ai3
殪,ngai3
殪,yi3
殧,jau6
殧,juk1
殫,daan1
殮,lim6
殭,geung1
殯,ban3
殰,duk6
殲,chim1
殳,syu4
段,dyun6
殶,jyu3
殷,aan1
殷,yan1
殷,yan2
殷,yin1
殺,saai3
殺,saat3
殽,haau6
殽,ngaau4
殼,hok3
毀,wai2
殿,din6
嗀,fo3
嗀,hok3
毃,haau1
毄,hek3
毅,ngai6
毆,au2
毆,ngau2
毇,wai2
毈,dyun6
毉,yi1
毊,hiu1
毊,kiu4
毌,gun3
毋,mou4
母,mau4
母,mou5
每,mui5
毐,aai2
毐,oi2
毐,ngoi2
毒,duk1
毒,duk6
毓,yuk1
毓,yuk6
比,bei2
比,bei3
比,bei6
比,pei4
毖,bei3
毗,bei2
毗,pei4
毘,bei2
毘,pei4
毚,chaam4
毛,maau4
毛,mou4
毞,pei4
毠,ga1
毨,sin2
毣,muk6
毦,nei6
毦,yi6
毧,yung4
毢,soi1
毤,to3
毫,hou4
毬,kau4
毰,pui4
毯,taam2
毯,taan2
毳,cheui3
毳,jyut3
毲,jyut3
毷,mou6
毸,seui1
毸,soi1
毹,yu4
毹,syu1
毼,hot3
毼,hot6
毽,gin3
毽,yin2
毻,to3
毾,taap3
毿,saam1
氁,mou4
氀,leui4
氂,lei4
氂,mou4
氅,chong2
氄,yung5
氃,tung4
氆,pou2
氈,jin1
氉,chou3
氉,sou3
氋,mung4
氌,lou5
氍,keui4
氏,si6
氏,ji1
氐,dai1
氐,dai2
民,man4
氓,maang4
氓,man4
氓,mang4
氓,mong4
氓,mong5
气,hei3
氕,pit3
氘,dou1
氖,naai5
氙,sin1
氚,chyun1
氝,noi6
氛,fan1
氟,fat1
氡,dung1
氠,san1
氨,on1
氨,ngon1
氧,yeung5
氤,yan1
氥,sai1
氣,hei3
氦,hoi6
氫,hing1
氪,hak1
氯,luk6
氬,a3
氬,nga3
氮,daam6
氰,ching1
氰,ching4
氳,wan1
水,seui2
氾,faan3
氾,faan4
汁,jap1
氿,gwai2
汀,ding1
汀,ting1
氻,lak6
汃,paak3
汃,ban1
永,wing5
氶,ching2
氶,sing4
氶,jing3
汒,mong4
汊,cha3
汍,yun4
汕,saan3
汝,yu5
汏,daai6
汜,chi5
汆,mei6
汆,chyun1
汛,seun3
池,chi4
池,to4
汙,wa1
汙,wu1
汋,cheuk3
汋,yeuk6
汋,jeuk3
污,wa1
污,wu1
污,wu3
汎,faan3
汎,faan4
汌,jyun6
汗,hon4
汗,hon6
汐,jik6
江,gong1
汔,hat1
汔,ngat6
汸,fong1
汸,pong4
沆,hong4
沆,hong6
汯,wang4
沚,ji2
沌,deun6
沌,chyun5
汥,kei3
汥,ji1
沄,wan4
汻,gon1
汻,hong5
汻,fu2
沎,fo3
沃,yuk1
汱,gyun2
汪,wong1
沇,yin5
汞,hung3
汞,hung6
汫,jeng2
汧,hin1
汽,hei3
沋,yau4
汩,gwat1
汩,wat6
汭,yeui6
汦,ji2
沂,yi4
沍,wu6
汾,fan4
沖,chung1
沉,cham4
沉,jam6
汨,mik6
沈,cham4
沈,sam2
沈,jam3
沏,chai1
沏,chai3
沏,keui1
沏,chit3
沁,sam3
沕,mat6
沘,bei2
沜,pun3
沙,sa1
沔,min5
汴,bin6
汳,bin6
汶,man4
汶,man6
沛,pui3
沒,mei6
沒,mut6
沅,yun4
汲,kap1
求,kau4
沐,muk6
汰,taai3
決,hyut3
決,kyut3
泂,gwing2
泇,ga1
沾,jim1
沾,tip3
沝,cheui4
沝,jeui2
泞,ning6
泒,gu1
沼,jiu2
沶,chi4
沶,yi4
沶,si6
注,jyu3
沽,gu1
沽,gu2
沽,gu3
泯,man5
沬,mui6
泓,wang4
泃,gau1
泃,geui3
泃,keui1
泥,nai4
泥,nai5
泥,nai6
泥,nei6
沫,mut3
沫,mut6
泔,gam1
泖,maau5
河,ho4
油,yau4
沰,tok3
泐,lak6
沭,seut6
泗,sei3
泗,si3
泝,sou3
泳,wing6
泧,wut6
泧,yut6
沿,yun4
泱,yeung1
泱,ong1
泱,ngong1
沺,tin4
泑,yau2
泑,yau3
泆,yat6
泲,jai2
泲,jai3
泲,ji2
泙,paang1
泹,daan6
泡,paau1
泡,paau3
泡,paau4
泡,pou5
沴,lai6
沴,leui6
泫,yun5
沮,cheui1
沮,jeui1
沮,jeui2
沮,jeui3
沮,jeui6
泠,ling4
泮,pun3
泬,hyut3
泬,yut6
泬,kyut3
泄,yai6
泄,sit3
泣,yap1
沱,to4
泀,si1
洰,geui6
沷,fat3
沓,daap6
波,bo1
泛,faan3
泛,fung2
泛,fung3
沊,dam2
泊,baak3
泊,paak3
泊,bok6
治,chi4
治,ji6
泜,chi4
泜,ji1
泜,ji6
涻,se3
法,faat3
法,fat3
泌,bai3
泌,bat1
泌,bat6
泌,bei3
沸,fai3
泏,fat1
泏,jeut1
泏,jyut3
沀,jeui6
泭,fu1
況,fong3
泩,sang1
泅,chau4
泅,yau4
泍,ban1
泍,ban6
津,jeun1
洨,haau4
洨,ngaau4
洬,sok3
洬,suk1
洼,wa1
洼,gwai1
洳,yu6
洭,hong1
洷,jat6
洷,ji3
洷,dit6
洹,wun4
洹,yun4
洠,maau4
浀,kuk1
洞,dung6
洞,tung4
洃,fui1
洈,gwai2
洈,ngai4
洟,tai3
洟,yi4
洄,wui4
洿,wu1
泉,chyun4
活,kut3
活,wut6
泚,chai2
泚,chi2
洮,yiu4
洮,tou1
洮,tou4
洇,yan1
洲,jau1
洐,hang4
洩,yai6
洩,sit3
洉,hau6
洱,nei2
洱,yi5
洢,yi1
洪,hung4
洶,hung1
洋,yeung4
洏,yi4
洽,haap6
洽,ap1
洽,hap1
洽,hap6
洑,fu3
洑,fuk6
洗,sai2
洗,sin2
洁,git3
洀,jau1
洀,pun4
洌,lit6
洛,lok3
洛,lok6
浂,yat6
洴,ping4
洝,aan3
洝,aat3
洝,on3
派,paai3
泵,bam1
洎,gei3
洎,gei6
洎,kei3
洺,ming4
洧,wai5
洧,fui2
洘,haau2
流,lau4
洸,gwong1
洫,gwik1
洫,kwik1
洵,seun1
洵,hyun3
洊,jin3
洊,jin6
洙,syu4
洙,jyu1
洒,sa2
洒,sai2
洒,cheui1
洒,sin2
浤,wang4
涄,ping1
涑,chuk1
涑,suk1
涅,nip6
涊,nan2
涊,nin5
涉,sip3
浺,chung1
浯,ng4
涌,chung1
涌,yung2
涌,yung5
涀,gaan2
涀,gin2
涀,yin6
涋,tuk1
浼,mui5
消,siu1
涕,tai3
洖,ng4
泰,taai3
涂,cheui4
涂,tou4
涔,sam4
淯,yuk6
浴,yuk6
涐,ngo4
浰,lei6
浰,lin6
浬,lei5
浡,but6
浵,tung4
涗,seui3
浪,long4
浪,long6
涍,haau1
涍,haau3
浦,pou2
浦,pou4
涒,tan1
涃,kwan3
浿,bui3
浽,neui5
浽,seui1
浞,jok6
浞,juk1
浢,dau6
浟,yau4
浟,dik6
涓,gyun1
浻,gwing2
浾,ja1
洚,gong3
洚,hong4
洚,hung4
海,hoi2
浚,seun3
浚,jeun3
浙,jit3
浩,hou6
浨,lam5
涘,ji6
涆,hon6
浶,lou4
浥,yap1
浸,cham1
浸,jam3
洍,chi5
洍,yi4
浹,gaap3
浹,jip3
浣,wun2
浣,wun5
浭,gaang3
浭,gang1
浧,ching2
浧,ying5
浠,hei1
浮,fau4
洯,git3
洯,kit3
涇,ging1
淒,chai1
淑,suk6
淈,gwat1
淛,jit3
淰,naam5
淰,nam4
淰,sam2
淰,nim2
淢,gwik1
淢,kwik1
淢,wik6
淉,gwo2
淉,gun3
淕,luk6
淳,seun4
淗,guk1
淽,ji2
淓,fong1
淋,lam4
淐,cheung1
淅,sik1
淍,jau1
淣,ngaai4
淣,ngai4
淚,leui6
淜,paang1
淜,pang4
淜,ping1
淥,luk6
淴,fat1
淆,ngaau4
涯,ngaai4
涯,yi4
淖,naau6
淖,jeuk3
涪,fau4
淝,fai6
淝,fei4
湴,baan6
淠,pei3
涫,gun1
涫,gun3
涽,fan1
深,sam1
淪,leun4
渚,jyu2
涮,saan3
涮,hyun1
涮,syun3
淲,piu4
浘,mei5
淩,ling4
涼,leung4
涼,leung6
淶,loi4
淦,gaam3
淦,gam3
淹,yim1
淨,jeng6
淨,jing6
淄,ji1
淘,tou4
淌,tong2
渀,ban1
渀,ban3
淭,keui4
淤,yu1
淤,yu2
淤,yu3
淺,chin2
淺,jin1
淟,tin2
淔,chik1
淮,waai4
淊,yim1
涎,yin4
淡,daam6
淡,taam4
淡,taam5
淡,yim5
涴,wo3
涴,yun1
涴,yun2
淙,chung4
淙,chung6
淙,jung1
液,yat6
液,yik6
淫,yam4
涳,hung1
淏,hou6
涺,geui1
添,tim1
涷,dung1
涷,dung3
涾,daap6
涾,taap3
清,cheng1
清,ching1
涵,haam4
淬,cheui3
淬,seui6
涿,deuk3
淂,dak1
混,gwan2
混,wan4
混,wan6
淇,kei4
涬,hang5
涬,hang6
涸,hok6
涸,kok3
淀,din6
淞,sung1
淵,yun1
湥,dat6
湔,jin1
湔,jin3
湟,wong4
湦,sang1
湯,yeung4
湯,seung1
湯,tong1
湯,tong3
湸,leung6
渣,ja1
湠,taan3
湘,seung1
渨,wui1
湹,chin4
湖,wu4
渙,wun6
湕,gin2
湷,cheui4
渥,ak1
渥,ngak1
渱,gung3
渱,hung4
湤,si1
湑,seui1
湑,seui2
渫,sit3
渜,nyun5
